Index,Variable 1,Variable 2,Label
767,-0.668472917,0.200111207,Blue
768,-0.283548422,-1.71952452,Red
769,-0.597251391,0.16123537,Blue
770,-1.665159359,0.058822648,Red
771,-1.885949726,1.412065627,Red
772,-0.567149339,0.142386415,Blue
773,-0.576362292,0.141599562,Blue
774,-0.604203124,-0.62036427,Red
775,0.673635867,-0.310270032,Red
776,-0.021506166,-0.422816325,Red
777,-0.637834466,0.163411415,Blue
778,-0.211596035,2.032874548,Red
779,-0.886609353,-0.350143206,Red
780,-0.573530394,0.130541058,Blue
781,-0.144289109,1.514442615,Red
782,-0.487474559,0.516238573,Red
783,-1.467380746,-1.076585797,Red
784,-0.501833113,0.802549894,Red
785,-0.521722794,-0.735144411,Red
786,-0.432273846,-1.03211048,Red
787,0.000606832,0.748133671,Red
788,-0.602013141,0.137554003,Blue
789,-1.584960653,1.823966885,Red
790,-0.643037292,0.149190627,Blue
791,1.358817716,1.482233889,Red
792,-0.240843022,-0.133018334,Red
793,-0.355312389,0.028999437,Blue
794,-0.517596941,0.089434574,Blue
795,1.490952552,-0.939950521,Red
796,0.602210974,-1.133953291,Red
797,0.532192704,0.570033202,Red
798,-0.094761594,-1.164299993,Red
799,-0.740474578,0.170081362,Blue
800,-0.444279104,-0.77997732,Red
801,-2.235662102,0.424715626,Red
802,-0.621583942,0.119614477,Blue
803,0.523098244,1.295296719,Red
804,0.219248811,-1.105763036,Red
805,-1.385300525,1.678403691,Red
806,0.126481872,0.720236627,Red
807,-0.226768553,-0.041105534,Red
808,0.030571498,0.824621555,Red
809,-0.580644358,0.099591603,Blue
810,-0.53004475,0.076880539,Blue
811,-0.622665855,0.104616844,Blue
812,0.34968768,2.200992689,Red
813,1.92049875,0.454887183,Red
814,1.055249459,1.187431181,Red
815,-0.542428226,0.072460662,Blue
816,1.256695773,-0.392229554,Red
817,0.029348505,-0.532299372,Red
818,-0.409665769,-1.77651647,Red
819,0.662838536,2.133119395,Red
820,-0.665260425,0.108458297,Blue
821,-0.612621515,0.086189647,Blue
822,-0.09560513,0.822607123,Red
823,-0.610294064,0.080517707,Blue
824,0.930374197,-1.590799789,Red
825,-0.68976755,0.099705211,Blue
826,1.286759137,-1.241634768,Red
827,-0.607045401,0.069758242,Blue
828,-0.804698715,0.121515673,Blue
829,1.362586585,0.385990374,Red
830,0.867337579,1.045610957,Red
831,-0.093981215,-0.148367227,Red
832,0.897761467,-0.928140614,Red
833,0.556398865,-0.292160243,Red
834,-0.525368991,0.037365259,Blue
835,-0.717353896,0.085009291,Blue
836,-0.454031969,0.010443794,Blue
837,-0.431083137,0.001101901,Blue
838,-0.827593508,1.887949698,Red
839,-1.664848969,0.122224442,Red
840,-0.283645305,-0.438566458,Red
841,-0.692621685,0.061844043,Blue
842,-0.569594916,0.027240865,Blue
843,-0.932208913,-1.345502967,Red
844,-0.636633907,0.038119459,Blue
845,1.72109475,1.177806454,Red
846,2.114017401,0.132445056,Red
847,1.137253394,-0.373410227,Red
848,1.993288622,-0.325405222,Red
849,-0.812595793,0.071942192,Blue
850,-0.211376183,-1.09396376,Red
851,-0.147026116,-0.097440679,Red
852,0.557515781,0.552024013,Red
853,-0.514939946,0.002302802,Blue
854,-0.8091567,-0.572306877,Red
855,-0.776686381,0.051819234,Blue
856,-0.678474779,0.026453308,Blue
857,0.551701903,1.328562483,Red
858,1.414266486,-1.402387961,Red
859,-0.727944523,0.030488805,Blue
860,-0.543620945,-0.008422454,Blue
861,-0.621193204,0.000760503,Blue
862,-0.146679351,-1.077512507,Red
863,-0.648985958,0.000529996,Blue
864,1.257781906,0.374729821,Red
865,-0.713002895,0.005534743,Blue
866,-1.582432784,0.759315715,Red
867,-0.769357733,0.008394728,Blue
868,-0.712013429,-0.005627644,Blue
869,0.760322662,1.394755979,Red
870,-0.803008445,0.000966868,Blue
871,-0.321649955,0.763028935,Red
872,1.233154114,0.045348956,Red
873,0.296187926,1.466030242,Red
874,-0.684737554,-0.020020837,Blue
875,-0.586278303,-0.036827472,Blue
876,-0.873181665,-0.009954354,Blue
877,-0.650879828,-0.039260952,Blue
878,1.230675494,1.457184857,Red
879,-0.645177612,-0.835993018,Red
880,-0.444459313,1.43446277,Red
881,-0.696546769,-0.039978491,Blue
882,1.929423532,0.517749063,Red
883,-0.453389359,-0.066230396,Blue
884,0.031378494,-0.582138966,Red
885,-0.611798903,-0.057307455,Blue
886,-1.33781917,-1.150997024,Red
887,-0.350003749,-0.209629834,Red
888,-0.682108858,-0.057049535,Blue
889,1.547572992,-1.364242845,Red
890,-0.667223795,-0.06322114,Blue
891,-0.706515598,-0.066188156,Blue
892,-0.5839017,-0.077402083,Blue
893,-0.595373635,-0.081433632,Blue
894,-0.749590276,-0.768299625,Red
895,-0.296846385,-0.322938215,Red
896,-0.813711238,-0.07908689,Blue
897,0.438269843,2.075891592,Red
898,-0.653033459,-0.089206415,Blue
899,-0.657497479,-0.094163005,Blue
900,-0.779846426,-0.098186482,Blue
901,-0.753472213,-0.104226084,Blue
902,0.700391724,-0.025299401,Red
903,0.635195866,-0.052785597,Red
904,0.223335209,0.762136903,Red
905,-0.136989469,-0.427212493,Red
906,0.026919636,0.704858484,Red
907,-0.658498993,-0.109391429,Blue
908,-0.789478289,-0.116399237,Blue
909,-0.897410919,-0.124921582,Blue
910,1.894847914,0.332061902,Red
911,-0.654456362,-0.124573235,Blue
912,0.54678683,-1.12505402,Red
913,1.394648224,-1.337315705,Red
914,-0.319603492,-0.281596677,Red
915,1.801508684,1.007558646,Red
916,-0.63354847,-0.128869106,Blue
917,-0.358980228,-0.114627648,Red
918,-0.58805101,-0.131731733,Blue
919,-0.642699768,-0.139231959,Blue
920,-0.866182465,-0.157883506,Blue
921,0.512827123,-0.232113761,Red
922,-0.387672551,-0.011657568,Red
923,-0.550593005,-0.142959266,Blue
924,0.537587901,0.614503519,Red
925,-0.615366544,-0.15224449,Blue
926,-0.701071927,-0.164309959,Blue
927,-0.34097919,-0.108370216,Red
928,0.085135095,0.716659886,Red
929,-0.710893266,-0.170737413,Blue
930,-0.666978345,-1.004695671,Red
931,-0.670403419,-0.172310459,Blue
932,0.165354382,1.573429025,Red
933,-0.72100334,-0.183067826,Blue
934,0.327644099,0.762392403,Red
935,0.819525398,-1.456844267,Red
936,-0.754986529,-0.192712516,Blue
937,-0.5348938,-0.171596372,Blue
938,-0.691411686,-0.196407458,Blue
939,-0.542487531,-0.181261375,Blue
940,-0.124900737,-1.947843423,Red
941,0.940568582,1.153367792,Red
942,-0.934496603,-0.243187921,Blue
943,1.269174081,-0.111145849,Red
944,0.544895642,0.339041314,Red
945,-1.635434711,0.468314226,Red
946,-0.548821018,-0.191032021,Blue
947,-0.576134151,-0.199942484,Blue
948,1.319202743,0.430607091,Red
949,0.1053663,1.284355945,Red
950,-0.486450894,-0.1893562,Blue
951,-1.249288306,1.73962895,Red
952,-1.094757918,1.15519057,Red
953,0.007628543,-1.21858872,Red
954,-0.658141385,-0.224001744,Blue
955,0.595259248,0.160097025,Red
956,-0.846678566,-0.264539676,Blue
957,-0.619959575,-0.22739068,Blue
958,1.96650954,-0.847186187,Red
959,-0.622393269,-0.233016013,Blue
960,-0.055711645,-0.494732148,Red
961,-1.893037736,1.349792519,Red
962,0.523604908,0.466085939,Red
963,-0.66648896,-0.247469693,Blue
964,1.766860774,-1.259164447,Red
965,-0.751957332,-0.27169697,Blue
966,-0.392452698,0.002430586,Red
967,-0.763182876,-0.280509485,Blue
968,-0.693633646,-0.270574463,Blue
969,0.846674076,1.216542911,Red
970,1.104439807,-0.655805733,Red
971,0.473319555,-1.615207401,Red
972,1.480668714,1.427611029,Red
973,-0.657663969,-0.267690319,Blue
974,-0.703737911,-0.284840678,Blue
975,0.753517313,0.06940139,Red
976,-0.389755695,-0.44056091,Red
977,-0.50112216,-0.238308204,Blue
978,-0.718065983,-0.300684702,Blue
979,0.442749454,0.471619539,Red
980,-0.491500537,-1.641097178,Red
981,-2.009048103,1.173842129,Red
982,-0.746420061,-0.314673506,Blue
983,-0.664657821,-0.297887846,Blue
984,-0.744952138,-0.327155745,Blue
985,-1.606616828,-0.531508604,Red
986,0.109991433,0.858748237,Red
987,1.308908862,-0.304086181,Red
988,-0.655961786,-0.306886202,Blue
989,0.022678041,-0.454589793,Red
990,-0.260523514,-1.032097284,Red
991,1.52234392,-1.120808736,Red
992,-1.133048906,-0.370132171,Red
993,-0.659704294,-0.313826526,Blue
994,-0.61731964,-0.306211832,Blue
995,-0.603920726,-0.307365187,Blue
996,0.299363104,-0.474952607,Red
997,-0.615019532,-0.316522902,Blue
998,-0.572663513,-0.30755584,Blue
999,-0.680234458,-0.350654095,Blue
1000,-0.737190681,-0.37740322,Blue
1001,-0.287754846,0.75592316,Red
1002,-0.880879006,-0.557937955,Red
1003,-1.706982378,-0.014659948,Red
1004,0.66510677,1.956636877,Red
1005,1.315521933,0.011395333,Red
1006,-0.363638202,-0.22058302,Red
1007,1.711672242,1.209125989,Red
1008,-0.902660633,1.826093466,Red
1009,-0.643103444,-0.349404968,Blue
1010,-0.753475041,-0.397103754,Blue
1011,-0.004591657,0.848309038,Red
1012,-0.61796766,-0.351657955,Blue
1013,-0.598784712,-0.34989445,Blue
1014,-0.747828737,-0.41591608,Blue
1015,-0.458503683,0.03206591,Red
1016,-0.719853551,-0.411423758,Blue
1017,-0.622633681,-0.37720328,Blue
1018,-0.575962421,-0.363094116,Blue
1019,0.432280319,-0.480474736,Red
1020,-0.783064547,-0.460097052,Blue
1021,0.643569464,-1.08535773,Red
1022,-0.57446794,2.028693459,Red
1023,-0.566470055,-0.370196408,Blue
1024,1.811673419,-0.673797263,Red
1025,0.472549196,-1.081699977,Red
1026,-0.01570016,-0.438149832,Red
1027,-0.721911335,-0.447296948,Blue
1028,-0.558551412,-0.377867891,Blue
1029,0.081531105,-0.577368429,Red
1030,-0.365157081,-0.276735896,Red
1031,-0.554306018,-0.381526342,Blue
1032,-0.647519624,-0.43269448,Blue
1033,-0.609601656,-0.420473601,Blue
1034,-0.559369767,-0.401336375,Blue
1035,-0.453337527,-0.352446634,Blue
1036,1.245879179,-0.22397899,Red
1037,0.001176956,-0.426148528,Red
1038,-0.23492053,2.165188758,Red
1039,-1.184873152,1.075103224,Red
1040,-0.59482756,-0.431857781,Blue
1041,-1.167658092,2.118396046,Red
1042,0.585951347,0.045853242,Red
1043,-0.594861378,-0.438234224,Blue
1044,-0.558082445,-0.424559104,Blue
1045,1.247786075,0.772019919,Red
1046,-0.903987064,-0.090372806,Red
1047,-1.299654844,-1.073926257,Red
1048,0.388803811,-0.653733158,Red
1049,-0.573526121,-0.439261485,Blue
1050,-0.498419397,-0.403041196,Blue
1051,-0.596427723,-0.465182382,Blue
1052,-0.611835468,-0.480914187,Blue
1053,1.784520495,0.931337345,Red
1054,-0.684445138,-0.531204399,Blue
1055,-0.445423807,-0.393662035,Blue
1056,-0.576825803,-0.480223649,Blue
1057,-0.684240371,-0.554559824,Blue
1058,1.257719538,0.587273507,Red
1059,-1.048089028,-0.6207728,Red
1060,-0.761750061,-0.612149892,Blue
1061,-1.542111981,-0.540071793,Red
1062,1.941312292,-0.596740478,Red
1063,-0.681634628,-0.568932033,Blue
1064,-1.725798454,-0.000590784,Red
1065,-0.481178501,-0.444405913,Blue
1066,0.121414224,0.876315145,Red
1067,1.12450261,1.67586852,Red
1068,-0.618759685,-0.542986141,Blue
1069,-0.450148793,-0.435244785,Blue
1070,-1.569954383,-0.188532918,Red
1071,-0.537643927,-1.128519176,Red
1072,-0.495931053,-0.472874413,Blue
1073,-0.452114312,-0.448280197,Blue
1074,-0.555366916,-0.528425719,Blue
1075,-0.473619529,-0.475962641,Blue
1076,-0.555889061,-0.543374327,Blue
1077,-1.46088488,0.77765163,Red
1078,0.141214397,-0.467757754,Red
1079,-0.535682775,-0.535559022,Blue
1080,-1.079299094,1.213547209,Red
1081,-0.503554809,-0.518212446,Blue
1082,0.664155285,0.048114955,Red
1083,-0.507007062,-0.527871479,Blue
1084,-1.293893635,-1.133900208,Red
1085,-0.552127823,-0.570665855,Blue
1086,-0.624321803,-0.6364435,Blue
1087,-0.545850036,-0.581181102,Blue
1088,1.222207857,1.556872189,Red
1089,-0.534854318,-0.579962169,Blue
1090,-0.510596,-0.567395542,Blue
1091,0.164692087,0.711758778,Red
1092,-0.468406321,-1.249434863,Red
1093,-0.425743777,-0.502464405,Blue
1094,-0.338029089,-0.432881979,Blue
1095,2.064389367,0.2887837,Red
1096,-0.474794635,-0.559095073,Blue
1097,-0.817015512,-1.588241486,Red
1098,0.594334605,-0.094815373,Red
1099,-0.635859375,0.827010654,Red
1100,1.397345134,0.09023015,Red
1101,-0.493762771,-0.583591113,Blue
1102,0.456086079,0.664194884,Red
1103,-0.858396655,-0.432392756,Red
1104,-0.825349245,-0.743798955,Red
1105,1.27873287,-1.448625486,Red
1106,-0.415445034,-0.520187858,Blue
1107,1.59781057,1.401760337,Red
1108,1.151220715,1.005618884,Red
1109,-0.536216827,-0.638697222,Blue
1110,0.663999795,-0.27781965,Red
1111,0.416852614,-0.272529753,Red
1112,-0.400182612,-0.519739922,Blue
1113,-0.344632153,-0.473671085,Blue
1114,-0.465800441,-0.597123095,Blue
1115,-1.358372907,-1.133040258,Red
1116,-0.413207647,-0.553514809,Blue
1117,1.040584003,1.742375335,Red
1118,0.730311905,1.950303881,Red
1119,-0.445923418,-0.593587564,Blue
1120,-0.559441871,-0.716696427,Blue
1121,0.61271974,0.251584034,Red
1122,-0.459339026,-0.623623898,Blue
1123,-0.833247955,-0.886800035,Red
1124,-0.466449726,-0.639590575,Blue
1125,-0.02604355,0.827657335,Red
1126,-0.481375474,-0.664229822,Blue
1127,-0.193408124,1.37938406,Red
1128,-0.478987919,-0.243098742,Red
1129,-0.383796329,-0.568243097,Blue
1130,-0.466545579,-1.729791666,Red
1131,-0.461753085,-0.661303423,Blue
1132,-1.633942839,1.686495547,Red
1133,-0.606919312,0.725747771,Red
1134,0.020781639,-0.485843875,Red
1135,-0.870601407,0.385429466,Red
1136,-0.457482866,-0.665747677,Blue
1137,-0.287088078,0.70333672,Red
1138,1.784035801,-0.72524273,Red
1139,-0.03224856,-0.378500905,Red
1140,-0.437658914,-0.652651015,Blue
1141,0.081990573,0.666135043,Red
1142,-0.343007208,-0.553227363,Blue
1143,-0.514025125,-0.759969245,Blue
1144,3.6,-2,Red
1145,1.200733616,-0.309174537,Red
1146,0.26907191,-0.453377372,Red
1147,-0.619545811,1.890044414,Red
1148,-0.760948282,0.728291503,Red
1149,-0.030413936,-0.440253971,Red
1150,-0.294957505,-0.511699863,Blue
1151,-0.363625925,-0.601183282,Blue
1152,-0.327654654,-0.565709809,Blue
1153,-1.651714944,-0.281366788,Red
1154,-0.358173724,-0.611441671,Blue
1155,0.633958341,-0.124219786,Red
1156,-0.444863095,-1.093546261,Red
1157,-0.904794977,-0.173527919,Red
1158,1.016125044,-0.72049408,Red
1159,-1.629982001,0.230577642,Red
1160,0.099549819,-0.584542388,Red
1161,-0.591982196,1.247710476,Red
1162,-0.438248903,-0.720941906,Blue
1163,-0.341342961,-0.607409192,Blue
1164,-0.330037453,-1.074012972,Red
1165,-0.363961676,-0.645489692,Blue
1166,-0.347804431,-0.633488706,Blue
1167,0.772928368,-1.762388263,Red
1168,-1.06116053,2.019867417,Red
1169,-0.418976062,-0.738191786,Blue
1170,1.417069799,0.100756736,Red
1171,-0.360471957,-0.669353964,Blue
1172,0.987126434,-0.593751106,Red
1173,-0.778401401,-0.633101606,Red
1174,-0.394908685,-0.726964564,Blue
1175,-0.407887879,-0.756135562,Blue
1176,-0.134145248,1.590571766,Red
1177,-0.363002376,-0.703312936,Blue
1178,-0.342508178,-0.684127862,Blue
1179,-1.507511172,0.932579364,Red
1180,-0.253061344,-0.562183533,Blue
1181,-0.344127646,-0.707605658,Blue
1182,0.245705549,-1.184581168,Red
1183,-0.456436488,-0.890343487,Blue
1184,-0.312382936,-0.680388163,Blue
1185,0.848155753,0.136976642,Red
1186,-0.350291418,-0.751020885,Blue
1187,-1.901185394,-0.033036216,Red
1188,-0.276505856,-0.644235617,Blue
1189,-0.276248466,-0.654028012,Blue
1190,-0.379219757,-0.8360402,Blue
1191,-0.833873462,-1.672119231,Red
1192,1.353842389,0.173064343,Red
1193,-0.419010246,-0.917275117,Blue
1194,1.292527595,0.310056831,Red
1195,-0.256599084,-0.652422833,Blue
1196,0.25787736,-1.931077707,Red
1197,1.291011901,-0.124861614,Red
1198,-0.314228215,-0.764390428,Blue
1199,-0.265399847,-0.689980581,Blue
1200,-0.261193788,-0.693994572,Blue
1201,-1.239157489,-1.015078583,Red
1202,-0.33549245,-0.843633606,Blue
1203,-0.338519983,-0.864147391,Blue
1204,-1.689747409,-0.169120556,Red
1205,-1.115831852,-0.621038796,Red
1206,-0.274227124,-0.755779638,Blue
1207,-0.207856119,-0.639101328,Blue
1208,0.392496266,-0.443766515,Red
1209,-0.315891614,0.720105968,Red
1210,0.325314733,-0.16469724,Red
1211,-0.16488012,-0.564597296,Blue
1212,0.805821487,-0.089578073,Red
1213,-0.259338319,-0.387565827,Red
1214,0.86992542,-1.659285084,Red
1215,-0.265766361,-0.780245968,Blue
1216,-0.260030762,-0.782799568,Blue
1217,0.690258448,-0.094287798,Red
1218,1.839475684,-0.163871829,Red
1219,-0.249269838,-0.774711038,Blue
1220,-1.617162609,0.152847831,Red
1221,-0.18327944,-0.64679767,Blue
1222,-0.18575447,-0.664605248,Blue
1223,-0.326697185,0.694571104,Red
1224,-0.220099198,-0.754849444,Blue
1225,0.059714154,0.842892264,Red
1226,0.598783786,-0.076930291,Red
1227,-0.181245574,-0.680506677,Blue
1228,-0.250293828,-0.856305885,Blue
1229,-0.187387703,-0.723045204,Blue
1230,-0.242583633,-0.873421744,Blue
1231,-0.172382194,-0.716079119,Blue
1232,-0.12924935,-0.620887948,Blue
1233,0.996621179,0.981053967,Red
1234,-0.22338463,-0.881290917,Blue
1235,-0.874086724,-0.339384135,Red
1236,-0.207792257,-0.859279663,Blue
1237,-0.643718312,-1.63209579,Red
1238,-0.109262657,-0.608119146,Blue
1239,-0.931753775,-0.680714802,Red
1240,-0.140895786,-0.711163206,Blue
1241,-0.185804325,-0.857582309,Blue
1242,-1.001678826,-0.550319565,Red
1243,0.712515709,-0.909581109,Red
1244,-0.235385345,-0.060993575,Red
1245,0.120352915,-0.515235111,Red
1246,-0.208501485,-0.945622909,Blue
1247,-1.455773205,0.465847276,Red
1248,-0.172656763,-0.860410001,Blue
1249,-0.151135429,-0.815223278,Blue
1250,-0.788824449,2.124105114,Red
1251,0.149659515,-1.31248926,Red
1252,-0.143760341,-0.812774823,Blue
1253,-0.512573997,0.776004812,Red
1254,-0.093778646,-0.670004144,Blue
1255,-0.17246396,-0.954134092,Blue
1256,-0.121847666,-0.458491492,Red
1257,-1.985525723,1.097469643,Red
1258,-0.38105531,1.465175498,Red
1259,1.296834115,-0.607471346,Red
1260,1.862725171,-0.813348121,Red
1261,-0.121760452,-0.804495744,Blue
1262,-0.123897866,-0.835169621,Blue
1263,-0.123988295,-0.860076097,Blue
1264,0.470160802,1.33250194,Red
1265,-0.173252604,-1.073642542,Blue
1266,-0.060559118,-0.5221106,Red
1267,-1.006800966,-0.220249573,Red
1268,1.251058413,-1.436794868,Red
1269,0.249036796,-0.418685847,Red
1270,0.049454923,-0.370479472,Red
1271,-1.569263508,-0.695165787,Red
1272,-0.03395156,-0.172590072,Red
1273,0.196507704,1.487315216,Red
1274,-0.109408801,-0.856459148,Blue
1275,-0.036677323,-0.588733739,Blue
1276,-0.152936832,-1.141750922,Red
1277,0.861122233,2.080893348,Red
1278,-0.283138893,2.14947636,Red
1279,-0.082967182,-0.802221229,Blue
1280,-0.056139797,-0.713011126,Blue
1281,-0.069445437,-0.797933111,Blue
1282,0.03053146,0.908583146,Red
1283,-1.836660524,1.349318316,Red
1284,-0.056766103,-0.767796218,Blue
1285,-0.068770397,-0.855014871,Blue
1286,-0.075544023,-0.92279035,Blue
1287,-0.037827999,2.178446732,Red
1288,-0.072240814,-0.943171699,Blue
1289,0.002359843,0.851867497,Red
1290,-0.068463382,-0.962642687,Blue
1291,0.714604381,0.4439391,Red
1292,1.191823192,0.119645987,Red
1293,-0.048653625,-0.891837926,Blue
1294,-0.270692305,0.988938784,Red
1295,-0.021338993,-0.76915717,Blue
1296,-0.062513795,-1.066090016,Blue
1297,-0.032082775,-0.918873759,Blue
1298,-0.162910515,0.884638383,Red
1299,0.116433075,1.416957087,Red
1300,-0.019397648,-0.879607269,Blue
1301,-0.004602122,-0.820113131,Blue
1302,0.007885625,-0.771399782,Blue
1303,1.25861249,0.025029072,Red
1304,0.122050285,0.935241089,Red
1305,0.011732816,-0.788573985,Blue
1306,0.021202062,-0.757797245,Blue
1307,1.605016226,1.23187907,Red
1308,1.003045063,1.920931472,Red
1309,0.015499903,-0.868222857,Blue
1310,0.03485885,-0.736117342,Blue
1311,0.194934674,1.538050996,Red
1312,0.018682846,-0.982110574,Blue
1313,0.051697616,-0.666684357,Blue
1314,0.054803561,-0.693606781,Blue
1315,0.046052995,-0.907984122,Blue
1316,-0.977258789,-0.485492155,Red
1317,-1.11253494,-1.145601119,Red
1318,0.053362047,-0.901453793,Blue
1319,0.067834041,-0.749929657,Blue
1320,-0.809731937,-1.686824425,Red
1321,-0.376222044,-1.866892355,Red
1322,0.065718413,-0.934627392,Blue
1323,0.816990321,-1.836781095,Red
1324,0.076429712,-0.831804772,Blue
1325,0.34304902,-1.204031781,Red
1326,0.082313972,-0.84907778,Blue
1327,-0.169652962,-1.257877189,Red
1328,0.090644925,-0.754195495,Blue
1329,0.09687694,-0.714522018,Blue
1330,0.101458576,-0.929807494,Blue
1331,0.108207234,-0.825011133,Blue
1332,0.558726614,-0.423494912,Red
1333,-1.028724035,-0.320842134,Red
1334,0.116330859,-0.985611611,Blue
1335,-0.233195474,1.473095082,Red
1336,0.124761896,-1.031726929,Blue
1337,1.331794384,-1.467547289,Red
1338,0.128299754,-0.866396385,Blue
1339,0.139090544,-0.987093475,Blue
1340,0.136550611,-0.744809881,Blue
1341,0.147999625,-0.859852619,Blue
1342,0.155378959,-0.872682838,Blue
1343,0.15459336,-0.756448393,Blue
1344,-0.882892285,0.084814215,Red
1345,0.167382433,-0.851724954,Blue
1346,0.463862999,0.535072393,Red
1347,0.183496964,-0.969996421,Blue
1348,0.136881175,-0.517853447,Red
1349,0.196286299,-1.029587343,Blue
1350,0.176847242,-0.74262498,Blue
1351,-2.005923146,0.877997587,Red
1352,-0.365075403,0.590479959,Red
1353,0.038250528,-1.033518052,Red
1354,-0.573492235,-0.770757245,Red
1355,0.196295939,-0.874373179,Blue
1356,0.200262543,-0.84836858,Blue
1357,-0.925581151,1.182635305,Red
1358,0.213503163,-0.903589359,Blue
1359,0.199084012,-0.733571988,Blue
1360,-0.275595545,0.787023577,Red
1361,1.946754205,0.86385966,Red
1362,1.085245272,-0.630505368,Red
1363,0.693759295,0.040239775,Red
1364,0.961647204,0.53767625,Red
1365,-0.70690635,1.325913811,Red
1366,0.603872615,0.31279213,Red
1367,0.202801114,-0.717954524,Blue
1368,0.814611501,0.104175822,Red
1369,0.211333211,-0.737765316,Blue
1370,0.259737969,-1.021046276,Blue
1371,0.258025662,-0.958750883,Blue
1372,-0.213651752,-0.286839689,Red
1373,0.234103725,-0.76822921,Blue
1374,1.370647039,-0.055084589,Red
1375,0.26335152,-0.901025223,Blue
1376,-0.619884297,0.472916672,Red
1377,0.260944026,-0.847780998,Blue
1378,0.274510164,-0.883159467,Blue
1379,0.244705285,-0.695843359,Blue
1380,-0.505660288,2.182886313,Red
1381,-0.069922323,0.708242896,Red
1382,0.325174612,-1.059906854,Blue
1383,0.415520048,0.682530851,Red
1384,0.269150937,-0.756815686,Blue
1385,0.261409138,-0.693631288,Blue
1386,0.289510601,-0.791008945,Blue
1387,-0.469455303,1.44081054,Red
1388,0.333806236,-0.949856411,Blue
1389,-0.033948218,-1.107326839,Red
1390,1.89962913,-0.487061427,Red
1391,0.383591759,-0.314768223,Red
1392,0.286800581,-0.726292377,Blue
1393,0.488831404,0.480615713,Red
1394,0.328864213,-0.868015409,Blue
1395,0.289557112,-0.690028549,Blue
1396,0.35371377,-0.905862603,Blue
1397,0.273305565,-0.589287669,Blue
1398,-0.72960797,-1.748605776,Red
1399,0.418645653,-1.668113515,Red
1400,0.354627088,-0.855301689,Blue
1401,0.254121141,1.484572614,Red
1402,0.330081749,-0.747145541,Blue
1403,0.337755732,-0.751089815,Blue
1404,1.305528223,-0.219224266,Red
1405,0.387110882,-0.888507937,Blue
1406,0.772199844,-1.607024502,Red
1407,-0.800527153,1.415327178,Red
1408,1.043029366,1.12647972,Red
1409,0.415353795,-0.952591662,Blue
1410,0.635863125,-1.665292401,Red
1411,-1.091814061,0.99476286,Red
1412,0.50311001,1.353191578,Red
1413,-0.226763427,-1.115737402,Red
1414,0.399059526,-0.877612617,Blue
1415,-1.77266579,1.407498553,Red
1416,0.100005146,-1.246311646,Red
1417,0.9893766,-0.662548683,Red
1418,0.389705101,-0.826872617,Blue
1419,0.408424145,-0.859783637,Blue
1420,1.278304757,0.328012565,Red
1421,0.346770954,-0.66392344,Blue
1422,0.319554819,0.773745136,Red
1423,1.622049571,1.262414159,Red
1424,1.144709629,-0.318100747,Red
1425,0.42566653,-0.864847064,Blue
1426,-0.874973965,0.322758574,Red
1427,-0.657561281,2.094639697,Red
1428,0.108816744,-1.02960892,Red
1429,0.411899708,-0.80670652,Blue
1430,0.417959426,-0.803274272,Blue
1431,0.443941781,-0.851111769,Blue
1432,0.72592666,-1.017764481,Red
1433,0.81255541,1.869043995,Red
1434,-0.952294462,-1.847618804,Red
1435,0.415562804,-0.759983293,Blue
1436,0.519727487,-0.412758983,Red
1437,0.404207541,-0.714581356,Blue
1438,0.333359647,-0.527808887,Blue
1439,0.415807354,-0.47274143,Red
1440,0.047572843,2.222700993,Red
1441,-0.820935772,1.914796302,Red
1442,0.425633068,-0.733156444,Blue
1443,0.457891733,-0.791390846,Blue
1444,0.125859938,-0.304149383,Red
1445,0.492061752,-0.851425506,Blue
1446,-0.584385652,1.146604293,Red
1447,0.525278532,-0.037340107,Red
1448,0.583112898,1.190317965,Red
1449,0.35385748,-0.412394378,Red
1450,1.628306955,0.224025555,Red
1451,-0.064161618,-1.778138888,Red
1452,-1.232379312,1.8047146,Red
1453,0.52614825,-0.908708299,Blue
1454,-0.258884644,-0.332600289,Red
1455,0.459997418,-0.746131588,Blue
1456,0.554342605,-0.931088156,Blue
1457,0.484896392,-0.76724227,Blue
1458,0.485208902,-0.752186791,Blue
1459,0.570792101,-0.908583846,Blue
1460,1.29837052,-0.465350335,Red
1461,0.602434686,1.264357639,Red
1462,0.488110145,-0.727868408,Blue
1463,0.507114419,-0.750093813,Blue
1464,0.461595207,-0.649079154,Blue
1465,0.475262079,-0.661753111,Blue
1466,0.540852868,-0.768723993,Blue
1467,0.557185498,-0.783357654,Blue
1468,0.516297322,-0.696479936,Blue
1469,0.522707929,-0.694420254,Blue
1470,0.397748542,0.651249018,Red
1471,0.499738016,-0.642316032,Blue
1472,0.589602853,-0.780552549,Blue
1473,0.571307492,-0.73617901,Blue
1474,-1.509479112,-1.155151698,Red
1475,-0.600852321,1.472454137,Red
1476,-0.630745479,1.380804096,Red
1477,0.522479053,-0.64384498,Blue
1478,0.568900322,-0.705769117,Blue
1479,-0.300592356,-0.251039491,Red
1480,0.55739939,-0.675041699,Blue
1481,-0.349156183,-0.170911591,Red
1482,0.557456577,-0.662951352,Blue
1483,0.721018869,1.291123239,Red
1484,1.366367541,1.647890023,Red
1485,0.547766531,-0.636408344,Blue
1486,-0.32531526,-1.723815244,Red
